date,open,high,low,close,volume,dividend,split
2022-05-27,12251.35,12718.75,12220.85,12715.9,0,0.0,1.0
2022-05-30,12712.1,12881.8,12671.85,12808.15,0,0.0,1.0
2022-05-31,12814.75,12826.05,12480.35,12652.55,0,0.0,1.0
2022-06-01,12665.45,12823.1,12453.45,12548.7,0,0.0,1.0
2022-06-02,12548.55,12905.4,12438.6,12898.6,0,0.0,1.0
2022-06-03,12896.3,12945.45,12501.35,12549.8,0,0.0,1.0
2022-06-06,12576.1,12812.2,12516.8,12607.06,0,0.0,1.0
2022-06-07,12604.8,12741.57,12411.45,12682.3,0,0.0,1.0
2022-06-08,12693.75,12786.1,12577.15,12621.25,0,0.0,1.0
2022-06-09,12618.9,12728.05,12256.65,12298.4,0,0.0,1.0
2022-06-10,12303.55,12340.95,11826.5,11859.55,0,0.0,1.0
2022-06-13,11701.85,11727.55,11257.1,11333.71,0,0.0,1.0
2022-06-14,11344.35,11508.25,11209.57,11335.3,0,0.0,1.0
2022-06-15,11341.1,11766.0,11333.25,11597.95,0,0.0,1.0
2022-06-16,11634.5,11744.9,11039.95,11176.95,0,0.0,1.0
2022-06-17,11192.75,11375.35,11093.0,11280.1,0,0.0,1.0
2022-06-20,11316.15,11410.65,11247.65,11394.37,0,0.0,1.0
2022-06-21,11397.4,11650.6,11371.15,11557.7,0,0.0,1.0
2022-06-22,11549.75,11722.5,11295.95,11517.7,0,0.0,1.0
2022-06-23,11519.1,11736.92,11435.25,11663.85,0,0.0,1.0
2022-06-24,11669.9,12122.82,11661.9,12105.45,0,0.0,1.0
2022-06-27,12128.7,12236.35,11969.1,12048.95,0,0.0,1.0
2022-06-28,12051.65,12149.05,11637.05,11655.15,0,0.0,1.0
2022-06-29,11652.45,11722.8,11539.22,11665.2,0,0.0,1.0
2022-06-30,11666.8,11671.2,11326.45,11485.45,0,0.0,1.0
2022-07-01,11481.85,11602.62,11357.6,11587.35,0,0.0,1.0
2022-07-04,11584.9,11592.3,11482.9,11534.9,0,0.0,1.0
2022-07-05,11560.1,11793.1,11366.65,11788.45,0,0.0,1.0
2022-07-06,11797.55,11950.65,11705.6,11881.55,0,0.0,1.0
2022-07-07,11878.95,12146.85,11816.35,12098.2,0,0.0,1.0
2022-07-08,12089.05,12193.0,11931.95,12138.55,0,0.0,1.0
2022-07-11,12113.1,12118.2,11835.1,11881.45,0,0.0,1.0
2022-07-12,11874.2,12007.35,11695.25,11762.1,0,0.0,1.0
2022-07-13,11765.75,11949.55,11468.25,11714.5,0,0.0,1.0
2022-07-14,11710.25,11811.72,11491.6,11783.95,0,0.0,1.0
2022-07-15,11789.2,11998.85,11718.2,11996.7,0,0.0,1.0
2022-07-18,12030.2,12165.35,11839.1,11896.15,0,0.0,1.0
2022-07-19,11889.65,12308.95,11870.8,12300.6,0,0.0,1.0
2022-07-20,12316.6,12499.37,12216.1,12408.65,0,0.0,1.0
2022-07-21,12421.9,12633.75,12355.6,12553.9,0,0.0,1.0
2022-07-22,12542.3,12676.45,12325.57,12408.3,0,0.0,1.0
2022-07-25,12406.4,12482.05,12250.42,12308.9,0,0.0,1.0
2022-07-26,12292.5,12317.5,12056.37,12181.1,0,0.0,1.0
2022-07-27,12188.25,12672.8,12188.0,12563.6,0,0.0,1.0
2022-07-28,12560.6,12940.9,12434.45,12902.7,0,0.0,1.0
2022-07-29,12883.4,12988.65,12724.8,12957.4,0,0.0,1.0
2022-08-01,12961.2,13090.1,12834.35,12962.7,0,0.0,1.0
2022-08-02,12953.55,13080.57,12798.3,12903.8,0,0.0,1.0
2022-08-03,12910.3,13293.85,12851.3,13229.9,0,0.0,1.0
2022-08-04,13223.7,13338.1,13167.35,13310.2,0,0.0,1.0
2022-08-05,13305.05,13365.05,13068.17,13197.4,0,0.0,1.0
2022-08-08,13220.65,13402.15,13103.1,13195.5,0,0.0,1.0
2022-08-09,13183.7,13216.6,12946.05,13038.63,0,0.0,1.0
2022-08-10,13026.6,13391.0,12966.25,13364.1,0,0.0,1.0
2022-08-11,13357.65,13557.17,13269.8,13328.79,0,0.0,1.0
2022-08-12,13326.75,13566.3,13294.75,13562.7,0,0.0,1.0
2022-08-15,13551.4,13689.7,13480.4,13662.45,0,0.0,1.0
2022-08-16,13659.65,13725.67,13507.3,13647.65,0,0.0,1.0
